_id,Month,Country,HBT,DepartmentType,Age,AgeQF,Sex,SexQF,Deprivation,DeprivationQF,NumberOfAttendances
20633,201904,S92000003,S08000032,Type 3,18-24,"",Male,"",3,"",1
20634,201904,S92000003,S08000032,Type 3,18-24,"",Male,"",4,"",1
20635,201904,S92000003,S08000032,Type 3,25-39,"",Female,"",1,"",1
20636,201904,S92000003,S08000032,Type 3,25-39,"",Female,"",2,"",6
20637,201904,S92000003,S08000032,Type 3,25-39,"",Female,"",3,"",1
20638,201904,S92000003,S08000032,Type 3,25-39,"",Female,"",4,"",3
20639,201904,S92000003,S08000032,Type 3,25-39,"",Male,"",1,"",1
20640,201904,S92000003,S08000032,Type 3,25-39,"",Male,"",2,"",3
20641,201904,S92000003,S08000032,Type 3,25-39,"",Male,"",3,"",5
20642,201904,S92000003,S08000032,Type 3,25-39,"",Male,"",4,"",7
20643,201904,S92000003,S08000032,Type 3,25-39,"",Male,"",5,"",2
20644,201904,S92000003,S08000032,Type 3,40-64,"",Female,"",1,"",2
20645,201904,S92000003,S08000032,Type 3,40-64,"",Female,"",2,"",12
20646,201904,S92000003,S08000032,Type 3,40-64,"",Female,"",3,"",2
20647,201904,S92000003,S08000032,Type 3,40-64,"",Female,"",4,"",13
20648,201904,S92000003,S08000032,Type 3,40-64,"",Male,"",2,"",4
20649,201904,S92000003,S08000032,Type 3,40-64,"",Male,"",3,"",6
20650,201904,S92000003,S08000032,Type 3,40-64,"",Male,"",4,"",11
20651,201904,S92000003,S08000032,Type 3,65-74,"",Female,"",2,"",2
20652,201904,S92000003,S08000032,Type 3,65-74,"",Female,"",3,"",2
20653,201904,S92000003,S08000032,Type 3,65-74,"",Female,"",4,"",2
20654,201904,S92000003,S08000032,Type 3,65-74,"",Female,"",5,"",1
20655,201904,S92000003,S08000032,Type 3,65-74,"",Male,"",2,"",3
20656,201904,S92000003,S08000032,Type 3,65-74,"",Male,"",3,"",2
20657,201904,S92000003,S08000032,Type 3,65-74,"",Male,"",4,"",7
20658,201904,S92000003,S08000032,Type 3,75 plus,"",Female,"",2,"",4
20659,201904,S92000003,S08000032,Type 3,75 plus,"",Female,"",4,"",3
20660,201904,S92000003,S08000032,Type 3,75 plus,"",Female,"",5,"",2
20661,201904,S92000003,S08000032,Type 3,75 plus,"",Male,"",1,"",1
20662,201904,S92000003,S08000032,Type 3,75 plus,"",Male,"",2,"",8
20663,201904,S92000003,S08000032,Type 3,75 plus,"",Male,"",3,"",1
20664,201904,S92000003,S08000032,Type 3,75 plus,"",Male,"",4,"",2
20665,201904,S92000003,S08000032,Type 3,75 plus,"",Male,"",5,"",1
20666,201904,S92000003,S08000032,Type 3,Under 18,"",Female,"",1,"",2
20667,201904,S92000003,S08000032,Type 3,Under 18,"",Female,"",2,"",2
20668,201904,S92000003,S08000032,Type 3,Under 18,"",Female,"",3,"",1
20669,201904,S92000003,S08000032,Type 3,Under 18,"",Female,"",4,"",1
20670,201904,S92000003,S08000032,Type 3,Under 18,"",Female,"",5,"",2
20671,201904,S92000003,S08000032,Type 3,Under 18,"",Male,"",1,"",3
20672,201904,S92000003,S08000032,Type 3,Under 18,"",Male,"",2,"",4
20673,201904,S92000003,S08000032,Type 3,Under 18,"",Male,"",3,"",4
20674,201904,S92000003,S08000032,Type 3,Under 18,"",Male,"",4,"",1
20675,201904,S92000003,S08000032,Type 3,Under 18,"",Male,"",5,"",2
20676,201904,S92000003,S08000032,Type 3,"",:,"",:,,:,6
20677,201905,S92000003,S08000015,Type 1,18-24,"",Female,"",1,"",202
20678,201905,S92000003,S08000015,Type 1,18-24,"",Female,"",2,"",100
20679,201905,S92000003,S08000015,Type 1,18-24,"",Female,"",3,"",62
20680,201905,S92000003,S08000015,Type 1,18-24,"",Female,"",4,"",46
20681,201905,S92000003,S08000015,Type 1,18-24,"",Female,"",5,"",18
20682,201905,S92000003,S08000015,Type 1,18-24,"",Male,"",1,"",153
20683,201905,S92000003,S08000015,Type 1,18-24,"",Male,"",2,"",99
20684,201905,S92000003,S08000015,Type 1,18-24,"",Male,"",3,"",70
20685,201905,S92000003,S08000015,Type 1,18-24,"",Male,"",4,"",43
20686,201905,S92000003,S08000015,Type 1,18-24,"",Male,"",5,"",36
20687,201905,S92000003,S08000015,Type 1,25-39,"",Female,"",1,"",375
20688,201905,S92000003,S08000015,Type 1,25-39,"",Female,"",2,"",204
20689,201905,S92000003,S08000015,Type 1,25-39,"",Female,"",3,"",123
20690,201905,S92000003,S08000015,Type 1,25-39,"",Female,"",4,"",72
20691,201905,S92000003,S08000015,Type 1,25-39,"",Female,"",5,"",41
20692,201905,S92000003,S08000015,Type 1,25-39,"",Female,"",,:,1
20693,201905,S92000003,S08000015,Type 1,25-39,"",Male,"",1,"",437
20694,201905,S92000003,S08000015,Type 1,25-39,"",Male,"",2,"",239
20695,201905,S92000003,S08000015,Type 1,25-39,"",Male,"",3,"",118
20696,201905,S92000003,S08000015,Type 1,25-39,"",Male,"",4,"",80
20697,201905,S92000003,S08000015,Type 1,25-39,"",Male,"",5,"",61
20698,201905,S92000003,S08000015,Type 1,25-39,"",Male,"",,:,1
20699,201905,S92000003,S08000015,Type 1,40-64,"",Female,"",1,"",488
20700,201905,S92000003,S08000015,Type 1,40-64,"",Female,"",2,"",316
20701,201905,S92000003,S08000015,Type 1,40-64,"",Female,"",3,"",206
20702,201905,S92000003,S08000015,Type 1,40-64,"",Female,"",4,"",161
20703,201905,S92000003,S08000015,Type 1,40-64,"",Female,"",5,"",114
20704,201905,S92000003,S08000015,Type 1,40-64,"",Female,"",,:,3
20705,201905,S92000003,S08000015,Type 1,40-64,"",Male,"",1,"",578
20706,201905,S92000003,S08000015,Type 1,40-64,"",Male,"",2,"",342
20707,201905,S92000003,S08000015,Type 1,40-64,"",Male,"",3,"",207
20708,201905,S92000003,S08000015,Type 1,40-64,"",Male,"",4,"",166
20709,201905,S92000003,S08000015,Type 1,40-64,"",Male,"",5,"",120
20710,201905,S92000003,S08000015,Type 1,40-64,"",Male,"",,:,1
20711,201905,S92000003,S08000015,Type 1,65-74,"",Female,"",1,"",188
20712,201905,S92000003,S08000015,Type 1,65-74,"",Female,"",2,"",113
20713,201905,S92000003,S08000015,Type 1,65-74,"",Female,"",3,"",62
20714,201905,S92000003,S08000015,Type 1,65-74,"",Female,"",4,"",66
20715,201905,S92000003,S08000015,Type 1,65-74,"",Female,"",5,"",62
20716,201905,S92000003,S08000015,Type 1,65-74,"",Male,"",1,"",143
20717,201905,S92000003,S08000015,Type 1,65-74,"",Male,"",2,"",121
20718,201905,S92000003,S08000015,Type 1,65-74,"",Male,"",3,"",92
20719,201905,S92000003,S08000015,Type 1,65-74,"",Male,"",4,"",64
20720,201905,S92000003,S08000015,Type 1,65-74,"",Male,"",5,"",48
20721,201905,S92000003,S08000015,Type 1,65-74,"",Male,"",,:,1
20722,201905,S92000003,S08000015,Type 1,75 plus,"",Female,"",1,"",210
20723,201905,S92000003,S08000015,Type 1,75 plus,"",Female,"",2,"",214
20724,201905,S92000003,S08000015,Type 1,75 plus,"",Female,"",3,"",109
20725,201905,S92000003,S08000015,Type 1,75 plus,"",Female,"",4,"",91
20726,201905,S92000003,S08000015,Type 1,75 plus,"",Female,"",5,"",123
20727,201905,S92000003,S08000015,Type 1,75 plus,"",Male,"",1,"",157
20728,201905,S92000003,S08000015,Type 1,75 plus,"",Male,"",2,"",141
20729,201905,S92000003,S08000015,Type 1,75 plus,"",Male,"",3,"",104
20730,201905,S92000003,S08000015,Type 1,75 plus,"",Male,"",4,"",65
20731,201905,S92000003,S08000015,Type 1,75 plus,"",Male,"",5,"",84
20732,201905,S92000003,S08000015,Type 1,Under 18,"",Female,"",1,"",466
20733,201905,S92000003,S08000015,Type 1,Under 18,"",Female,"",2,"",303
20734,201905,S92000003,S08000015,Type 1,Under 18,"",Female,"",3,"",161
20735,201905,S92000003,S08000015,Type 1,Under 18,"",Female,"",4,"",109
20736,201905,S92000003,S08000015,Type 1,Under 18,"",Female,"",5,"",107
20737,201905,S92000003,S08000015,Type 1,Under 18,"",Male,"",1,"",500
20738,201905,S92000003,S08000015,Type 1,Under 18,"",Male,"",2,"",337
20739,201905,S92000003,S08000015,Type 1,Under 18,"",Male,"",3,"",216
20740,201905,S92000003,S08000015,Type 1,Under 18,"",Male,"",4,"",162
20741,201905,S92000003,S08000015,Type 1,Under 18,"",Male,"",5,"",137
20742,201905,S92000003,S08000015,Type 1,"",:,"",:,,:,140
20743,201905,S92000003,S08000016,Type 1,18-24,"",Female,"",1,"",19
20744,201905,S92000003,S08000016,Type 1,18-24,"",Female,"",2,"",19
20745,201905,S92000003,S08000016,Type 1,18-24,"",Female,"",3,"",53
20746,201905,S92000003,S08000016,Type 1,18-24,"",Female,"",4,"",26
20747,201905,S92000003,S08000016,Type 1,18-24,"",Female,"",5,"",10
20748,201905,S92000003,S08000016,Type 1,18-24,"",Female,"",,:,2
20749,201905,S92000003,S08000016,Type 1,18-24,"",Male,"",1,"",11
20750,201905,S92000003,S08000016,Type 1,18-24,"",Male,"",2,"",26
20751,201905,S92000003,S08000016,Type 1,18-24,"",Male,"",3,"",35
20752,201905,S92000003,S08000016,Type 1,18-24,"",Male,"",4,"",33
20753,201905,S92000003,S08000016,Type 1,18-24,"",Male,"",5,"",8
20754,201905,S92000003,S08000016,Type 1,18-24,"",Male,"",,:,1
20755,201905,S92000003,S08000016,Type 1,25-39,"",Female,"",1,"",26
20756,201905,S92000003,S08000016,Type 1,25-39,"",Female,"",2,"",35
20757,201905,S92000003,S08000016,Type 1,25-39,"",Female,"",3,"",48
20758,201905,S92000003,S08000016,Type 1,25-39,"",Female,"",4,"",50
20759,201905,S92000003,S08000016,Type 1,25-39,"",Female,"",5,"",10
20760,201905,S92000003,S08000016,Type 1,25-39,"",Female,"",,:,3
20761,201905,S92000003,S08000016,Type 1,25-39,"",Male,"",1,"",27
20762,201905,S92000003,S08000016,Type 1,25-39,"",Male,"",2,"",53
20763,201905,S92000003,S08000016,Type 1,25-39,"",Male,"",3,"",83
20764,201905,S92000003,S08000016,Type 1,25-39,"",Male,"",4,"",50
20765,201905,S92000003,S08000016,Type 1,25-39,"",Male,"",5,"",15
20766,201905,S92000003,S08000016,Type 1,25-39,"",Male,"",,:,5
20767,201905,S92000003,S08000016,Type 1,40-64,"",Female,"",1,"",35
20768,201905,S92000003,S08000016,Type 1,40-64,"",Female,"",2,"",46
20769,201905,S92000003,S08000016,Type 1,40-64,"",Female,"",3,"",147
20770,201905,S92000003,S08000016,Type 1,40-64,"",Female,"",4,"",133
20771,201905,S92000003,S08000016,Type 1,40-64,"",Female,"",5,"",30
20772,201905,S92000003,S08000016,Type 1,40-64,"",Female,"",,:,5
20773,201905,S92000003,S08000016,Type 1,40-64,"",Male,"",1,"",37
20774,201905,S92000003,S08000016,Type 1,40-64,"",Male,"",2,"",61
20775,201905,S92000003,S08000016,Type 1,40-64,"",Male,"",3,"",138
20776,201905,S92000003,S08000016,Type 1,40-64,"",Male,"",4,"",118
20777,201905,S92000003,S08000016,Type 1,40-64,"",Male,"",5,"",22
20778,201905,S92000003,S08000016,Type 1,40-64,"",Male,"",,:,12
20779,201905,S92000003,S08000016,Type 1,65-74,"",Female,"",1,"",6
20780,201905,S92000003,S08000016,Type 1,65-74,"",Female,"",2,"",25
20781,201905,S92000003,S08000016,Type 1,65-74,"",Female,"",3,"",53
20782,201905,S92000003,S08000016,Type 1,65-74,"",Female,"",4,"",47
20783,201905,S92000003,S08000016,Type 1,65-74,"",Female,"",5,"",13
20784,201905,S92000003,S08000016,Type 1,65-74,"",Female,"",,:,7
20785,201905,S92000003,S08000016,Type 1,65-74,"",Male,"",1,"",11
20786,201905,S92000003,S08000016,Type 1,65-74,"",Male,"",2,"",29
20787,201905,S92000003,S08000016,Type 1,65-74,"",Male,"",3,"",59
20788,201905,S92000003,S08000016,Type 1,65-74,"",Male,"",4,"",54
20789,201905,S92000003,S08000016,Type 1,65-74,"",Male,"",5,"",11
20790,201905,S92000003,S08000016,Type 1,65-74,"",Male,"",,:,6
20791,201905,S92000003,S08000016,Type 1,75 plus,"",Female,"",1,"",13
20792,201905,S92000003,S08000016,Type 1,75 plus,"",Female,"",2,"",60
20793,201905,S92000003,S08000016,Type 1,75 plus,"",Female,"",3,"",100
20794,201905,S92000003,S08000016,Type 1,75 plus,"",Female,"",4,"",98
20795,201905,S92000003,S08000016,Type 1,75 plus,"",Female,"",5,"",26
20796,201905,S92000003,S08000016,Type 1,75 plus,"",Female,"",,:,11
20797,201905,S92000003,S08000016,Type 1,75 plus,"",Male,"",1,"",5
20798,201905,S92000003,S08000016,Type 1,75 plus,"",Male,"",2,"",45
20799,201905,S92000003,S08000016,Type 1,75 plus,"",Male,"",3,"",76
20800,201905,S92000003,S08000016,Type 1,75 plus,"",Male,"",4,"",111
20801,201905,S92000003,S08000016,Type 1,75 plus,"",Male,"",5,"",19
20802,201905,S92000003,S08000016,Type 1,75 plus,"",Male,"",,:,5
20803,201905,S92000003,S08000016,Type 1,Under 18,"",Female,"",1,"",22
20804,201905,S92000003,S08000016,Type 1,Under 18,"",Female,"",2,"",19
20805,201905,S92000003,S08000016,Type 1,Under 18,"",Female,"",3,"",81
20806,201905,S92000003,S08000016,Type 1,Under 18,"",Female,"",4,"",69
20807,201905,S92000003,S08000016,Type 1,Under 18,"",Female,"",5,"",17
20808,201905,S92000003,S08000016,Type 1,Under 18,"",Female,"",,:,2
20809,201905,S92000003,S08000016,Type 1,Under 18,"",Male,"",1,"",19
20810,201905,S92000003,S08000016,Type 1,Under 18,"",Male,"",2,"",30
20811,201905,S92000003,S08000016,Type 1,Under 18,"",Male,"",3,"",83
20812,201905,S92000003,S08000016,Type 1,Under 18,"",Male,"",4,"",67
20813,201905,S92000003,S08000016,Type 1,Under 18,"",Male,"",5,"",21
20814,201905,S92000003,S08000016,Type 1,Under 18,"",Male,"",,:,3
20815,201905,S92000003,S08000016,Type 1,"",:,"",:,,:,68
20816,201905,S92000003,S08000017,Type 1,18-24,"",Female,"",1,"",44
20817,201905,S92000003,S08000017,Type 1,18-24,"",Female,"",2,"",108
20818,201905,S92000003,S08000017,Type 1,18-24,"",Female,"",3,"",45
20819,201905,S92000003,S08000017,Type 1,18-24,"",Female,"",4,"",14
20820,201905,S92000003,S08000017,Type 1,18-24,"",Female,"",5,"",6
20821,201905,S92000003,S08000017,Type 1,18-24,"",Male,"",1,"",25
20822,201905,S92000003,S08000017,Type 1,18-24,"",Male,"",2,"",48
20823,201905,S92000003,S08000017,Type 1,18-24,"",Male,"",3,"",44
20824,201905,S92000003,S08000017,Type 1,18-24,"",Male,"",4,"",29
20825,201905,S92000003,S08000017,Type 1,18-24,"",Male,"",5,"",16
20826,201905,S92000003,S08000017,Type 1,18-24,"",Male,"",,:,4
20827,201905,S92000003,S08000017,Type 1,25-39,"",Female,"",1,"",60
20828,201905,S92000003,S08000017,Type 1,25-39,"",Female,"",2,"",112
20829,201905,S92000003,S08000017,Type 1,25-39,"",Female,"",3,"",90
20830,201905,S92000003,S08000017,Type 1,25-39,"",Female,"",4,"",28
20831,201905,S92000003,S08000017,Type 1,25-39,"",Female,"",5,"",24
20832,201905,S92000003,S08000017,Type 1,25-39,"",Female,"",,:,3
20833,201905,S92000003,S08000017,Type 1,25-39,"",Male,"",1,"",63
20834,201905,S92000003,S08000017,Type 1,25-39,"",Male,"",2,"",121
20835,201905,S92000003,S08000017,Type 1,25-39,"",Male,"",3,"",106
20836,201905,S92000003,S08000017,Type 1,25-39,"",Male,"",4,"",47
20837,201905,S92000003,S08000017,Type 1,25-39,"",Male,"",5,"",25
20838,201905,S92000003,S08000017,Type 1,25-39,"",Male,"",,:,5
20839,201905,S92000003,S08000017,Type 1,40-64,"",Female,"",1,"",64
20840,201905,S92000003,S08000017,Type 1,40-64,"",Female,"",2,"",175
20841,201905,S92000003,S08000017,Type 1,40-64,"",Female,"",3,"",181
20842,201905,S92000003,S08000017,Type 1,40-64,"",Female,"",4,"",60
20843,201905,S92000003,S08000017,Type 1,40-64,"",Female,"",5,"",31
20844,201905,S92000003,S08000017,Type 1,40-64,"",Female,"",,:,8
20845,201905,S92000003,S08000017,Type 1,40-64,"",Male,"",1,"",76
20846,201905,S92000003,S08000017,Type 1,40-64,"",Male,"",2,"",179
20847,201905,S92000003,S08000017,Type 1,40-64,"",Male,"",3,"",180
20848,201905,S92000003,S08000017,Type 1,40-64,"",Male,"",4,"",76
20849,201905,S92000003,S08000017,Type 1,40-64,"",Male,"",5,"",40
20850,201905,S92000003,S08000017,Type 1,40-64,"",Male,"",,:,19
20851,201905,S92000003,S08000017,Type 1,65-74,"",Female,"",1,"",18
20852,201905,S92000003,S08000017,Type 1,65-74,"",Female,"",2,"",65
20853,201905,S92000003,S08000017,Type 1,65-74,"",Female,"",3,"",73
20854,201905,S92000003,S08000017,Type 1,65-74,"",Female,"",4,"",33
20855,201905,S92000003,S08000017,Type 1,65-74,"",Female,"",5,"",10
20856,201905,S92000003,S08000017,Type 1,65-74,"",Female,"",,:,9
20857,201905,S92000003,S08000017,Type 1,65-74,"",Male,"",1,"",24
20858,201905,S92000003,S08000017,Type 1,65-74,"",Male,"",2,"",81
20859,201905,S92000003,S08000017,Type 1,65-74,"",Male,"",3,"",95
20860,201905,S92000003,S08000017,Type 1,65-74,"",Male,"",4,"",36
20861,201905,S92000003,S08000017,Type 1,65-74,"",Male,"",5,"",10
20862,201905,S92000003,S08000017,Type 1,65-74,"",Male,"",,:,8
20863,201905,S92000003,S08000017,Type 1,75 plus,"",Female,"",1,"",29
20864,201905,S92000003,S08000017,Type 1,75 plus,"",Female,"",2,"",116
20865,201905,S92000003,S08000017,Type 1,75 plus,"",Female,"",3,"",118
20866,201905,S92000003,S08000017,Type 1,75 plus,"",Female,"",4,"",48
20867,201905,S92000003,S08000017,Type 1,75 plus,"",Female,"",5,"",32
20868,201905,S92000003,S08000017,Type 1,75 plus,"",Female,"",,:,8
20869,201905,S92000003,S08000017,Type 1,75 plus,"",Male,"",1,"",30
20870,201905,S92000003,S08000017,Type 1,75 plus,"",Male,"",2,"",102
20871,201905,S92000003,S08000017,Type 1,75 plus,"",Male,"",3,"",95
20872,201905,S92000003,S08000017,Type 1,75 plus,"",Male,"",4,"",40
20873,201905,S92000003,S08000017,Type 1,75 plus,"",Male,"",5,"",18
20874,201905,S92000003,S08000017,Type 1,75 plus,"",Male,"",,:,10
20875,201905,S92000003,S08000017,Type 1,Under 18,"",Female,"",1,"",82
20876,201905,S92000003,S08000017,Type 1,Under 18,"",Female,"",2,"",170
20877,201905,S92000003,S08000017,Type 1,Under 18,"",Female,"",3,"",149
20878,201905,S92000003,S08000017,Type 1,Under 18,"",Female,"",4,"",55
20879,201905,S92000003,S08000017,Type 1,Under 18,"",Female,"",5,"",37
20880,201905,S92000003,S08000017,Type 1,Under 18,"",Female,"",,:,2
20881,201905,S92000003,S08000017,Type 1,Under 18,"",Male,"",1,"",63
20882,201905,S92000003,S08000017,Type 1,Under 18,"",Male,"",2,"",157
20883,201905,S92000003,S08000017,Type 1,Under 18,"",Male,"",3,"",142
20884,201905,S92000003,S08000017,Type 1,Under 18,"",Male,"",4,"",73
20885,201905,S92000003,S08000017,Type 1,Under 18,"",Male,"",5,"",38
20886,201905,S92000003,S08000017,Type 1,Under 18,"",Male,"",,:,3
20887,201905,S92000003,S08000017,Type 1,"",:,"",:,,:,97
20888,201905,S92000003,S08000017,Type 3,25-39,"",Male,"",2,"",1
20889,201905,S92000003,S08000017,Type 3,40-64,"",Female,"",3,"",1
20890,201905,S92000003,S08000017,Type 3,40-64,"",Male,"",2,"",1
20891,201905,S92000003,S08000017,Type 3,40-64,"",Male,"",3,"",1
20892,201905,S92000003,S08000017,Type 3,65-74,"",Female,"",2,"",2
20893,201905,S92000003,S08000017,Type 3,65-74,"",Female,"",,:,1
20894,201905,S92000003,S08000017,Type 3,65-74,"",Male,"",2,"",1
20895,201905,S92000003,S08000017,Type 3,75 plus,"",Male,"",3,"",1
20896,201905,S92000003,S08000017,Type 3,Under 18,"",Male,"",2,"",2
20897,201905,S92000003,S08000019,Type 1,18-24,"",Female,"",1,"",80
20898,201905,S92000003,S08000019,Type 1,18-24,"",Female,"",2,"",102
20899,201905,S92000003,S08000019,Type 1,18-24,"",Female,"",3,"",48
20900,201905,S92000003,S08000019,Type 1,18-24,"",Female,"",4,"",47
20901,201905,S92000003,S08000019,Type 1,18-24,"",Female,"",5,"",49
20902,201905,S92000003,S08000019,Type 1,18-24,"",Male,"",1,"",55
20903,201905,S92000003,S08000019,Type 1,18-24,"",Male,"",2,"",77
20904,201905,S92000003,S08000019,Type 1,18-24,"",Male,"",3,"",53
20905,201905,S92000003,S08000019,Type 1,18-24,"",Male,"",4,"",46
20906,201905,S92000003,S08000019,Type 1,18-24,"",Male,"",5,"",42
20907,201905,S92000003,S08000019,Type 1,18-24,"",Male,"",,:,1
20908,201905,S92000003,S08000019,Type 1,25-39,"",Female,"",1,"",150
20909,201905,S92000003,S08000019,Type 1,25-39,"",Female,"",2,"",151
20910,201905,S92000003,S08000019,Type 1,25-39,"",Female,"",3,"",98
20911,201905,S92000003,S08000019,Type 1,25-39,"",Female,"",4,"",59
20912,201905,S92000003,S08000019,Type 1,25-39,"",Female,"",5,"",49
20913,201905,S92000003,S08000019,Type 1,25-39,"",Female,"",,:,1
20914,201905,S92000003,S08000019,Type 1,25-39,"",Male,"",1,"",151
20915,201905,S92000003,S08000019,Type 1,25-39,"",Male,"",2,"",198
20916,201905,S92000003,S08000019,Type 1,25-39,"",Male,"",3,"",104
20917,201905,S92000003,S08000019,Type 1,25-39,"",Male,"",4,"",78
20918,201905,S92000003,S08000019,Type 1,25-39,"",Male,"",5,"",54
20919,201905,S92000003,S08000019,Type 1,25-39,"",Male,"",,:,10
20920,201905,S92000003,S08000019,Type 1,40-64,"",Female,"",1,"",158
20921,201905,S92000003,S08000019,Type 1,40-64,"",Female,"",2,"",229
20922,201905,S92000003,S08000019,Type 1,40-64,"",Female,"",3,"",127
20923,201905,S92000003,S08000019,Type 1,40-64,"",Female,"",4,"",122
20924,201905,S92000003,S08000019,Type 1,40-64,"",Female,"",5,"",97
20925,201905,S92000003,S08000019,Type 1,40-64,"",Female,"",,:,7
20926,201905,S92000003,S08000019,Type 1,40-64,"",Male,"",1,"",219
20927,201905,S92000003,S08000019,Type 1,40-64,"",Male,"",2,"",263
20928,201905,S92000003,S08000019,Type 1,40-64,"",Male,"",3,"",146
20929,201905,S92000003,S08000019,Type 1,40-64,"",Male,"",4,"",154
20930,201905,S92000003,S08000019,Type 1,40-64,"",Male,"",5,"",98
20931,201905,S92000003,S08000019,Type 1,40-64,"",Male,"",,:,16
20932,201905,S92000003,S08000019,Type 1,65-74,"",Female,"",1,"",61
20933,201905,S92000003,S08000019,Type 1,65-74,"",Female,"",2,"",90
20934,201905,S92000003,S08000019,Type 1,65-74,"",Female,"",3,"",46
20935,201905,S92000003,S08000019,Type 1,65-74,"",Female,"",4,"",40
20936,201905,S92000003,S08000019,Type 1,65-74,"",Female,"",5,"",37
20937,201905,S92000003,S08000019,Type 1,65-74,"",Female,"",,:,2
20938,201905,S92000003,S08000019,Type 1,65-74,"",Male,"",1,"",65
20939,201905,S92000003,S08000019,Type 1,65-74,"",Male,"",2,"",93
20940,201905,S92000003,S08000019,Type 1,65-74,"",Male,"",3,"",52
20941,201905,S92000003,S08000019,Type 1,65-74,"",Male,"",4,"",59
20942,201905,S92000003,S08000019,Type 1,65-74,"",Male,"",5,"",57
20943,201905,S92000003,S08000019,Type 1,65-74,"",Male,"",,:,1
